City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,dauphin,51.1494,-100.0502,13.08,71,100,6.17,CA,1717955250
363,tsumeb,-19.2333,17.7167,18.94,35,15,3.71,NA,1717955250
364,saint-pierre,-21.3393,55.4781,20.82,78,0,2.57,RE,1717955250
365,murghob,38.1702,73.9667,3.71,71,99,1.84,TJ,1717955250
366,kaedi,16.1465,-13.5047,40.61,19,83,4.09,MR,1717955250
367,roma,43.2128,-75.4557,19.65,66,75,6.69,US,1717955247
368,kavieng,-2.5744,150.7967,28.26,80,83,3.23,PG,1717955251
369,ocean city,39.2776,-74.5746,28.43,54,71,4.92,US,1717955251
370,oliveira dos brejinhos,-12.3169,-42.8961,33.0,21,83,3.58,BR,1717955251
371,remire-montjoly,4.9167,-52.2667,28.02,83,75,2.57,GF,1717955251
372,siocon,7.7061,122.1353,26.51,87,100,1.39,PH,1717955251
373,plattsburgh,44.6995,-73.4529,19.09,79,95,0.45,US,1717955024
374,harper,4.375,-7.7169,26.53,86,90,3.91,LR,1717955251
375,lubango,-14.9172,13.4925,21.92,37,75,2.57,AO,1717955001
376,nantucket,41.2835,-70.0995,18.41,88,100,8.23,US,1717954961
377,pangai,-19.8,-174.35,23.06,68,20,5.66,TO,1717955251
378,chebarkul',54.9749,60.3633,13.88,97,100,2.53,RU,1717955251
379,sydney,-33.8679,151.2073,11.51,77,0,5.66,AU,1717954494
380,tokar,18.4254,37.729,36.34,29,5,8.18,SD,1717955252
381,burutu,5.3509,5.5076,25.6,88,100,3.8,NG,1717955252
382,jaisalmer,26.9147,70.9181,35.0,27,50,0.74,IN,1717955252
383,nova xavantina,-14.6667,-52.35,33.0,26,99,2.82,BR,1717955252
384,coronel suarez,-37.4547,-61.9334,18.56,71,71,7.44,AR,1717955102
385,olinda,-8.0089,-34.8553,28.85,74,40,8.75,BR,1717955252
386,saint-georges,12.0564,-61.7485,31.82,66,40,7.2,GD,1717955252
387,urengoy,65.9667,78.3667,6.14,74,55,3.09,RU,1717955252
388,dingzhou,38.5131,114.9956,21.06,35,83,2.93,CN,1717955252
389,weno,7.4515,151.8468,26.97,100,100,0.0,FM,1717955252
390,paradip garh,20.3167,86.6167,30.72,73,100,6.92,IN,1717955252
391,bodo,67.28,14.405,17.02,48,0,6.17,NO,1717955252
392,fort st. john,56.2499,-120.8529,8.94,81,100,1.54,CA,1717955252
393,dolores,-36.3132,-57.6792,23.55,66,58,7.99,AR,1717955253
394,shingu,33.7333,135.9833,18.27,97,100,3.57,JP,1717955253
395,phan rang-thap cham,11.5667,108.9833,25.96,88,99,2.59,VN,1717955253
396,freeport,40.6576,-73.5832,25.66,66,75,7.72,US,1717955048
397,bandar lampung,-5.4254,105.258,23.22,97,41,0.75,ID,1717955253
398,mandiana,10.6333,-8.6833,33.88,44,84,1.37,GN,1717955253
399,lalin,42.7167,-8.1167,16.03,59,87,3.34,ES,1717955253
400,morondava,-20.2833,44.2833,25.28,53,30,6.34,MG,1717955253
401,ballina,-28.8667,153.5667,10.99,83,13,3.98,AU,1717955253
402,diego de almagro,-26.3667,-70.05,23.5,18,12,4.68,CL,1717955222
403,yaren,-0.5472,166.916,29.49,74,99,7.07,NR,1717955253
404,laredo,27.5064,-99.5075,33.16,55,0,5.66,US,1717955253
405,horta,38.5333,-28.6333,21.8,86,40,6.71,PT,1717955253
406,alo,7.4178,6.7371,29.11,69,81,3.51,NG,1717955253
407,buri,-23.7975,-48.5928,28.79,29,71,3.64,BR,1717955253
408,constantia,44.1833,28.65,23.38,71,67,6.57,RO,1717955046
409,la passe,45.5549,-0.8967,23.13,78,39,6.66,FR,1717955254
410,manokwari,-0.8667,134.0833,26.0,77,92,1.71,ID,1717955254
411,kupang,-10.1667,123.5833,26.32,89,0,3.6,ID,1717955254
412,viet tri,21.3019,105.4308,25.97,95,100,2.51,VN,1717955254
413,sarreguemines,49.0833,7.3333,21.47,68,95,3.46,FR,1717955254
414,kill devil hills,36.0307,-75.676,31.01,41,0,5.14,US,1717955254
415,chui,-33.6971,-53.4616,23.48,73,94,6.33,UY,1717955254
416,'ain abid,36.2319,6.9433,23.93,44,73,5.63,DZ,1717955254
417,antalaha,-14.9003,50.2788,21.45,78,64,4.22,MG,1717955254
418,zhangzhou,24.5133,117.6556,26.96,97,100,0.36,CN,1717955254
419,ketchikan,55.3422,-131.6461,13.26,35,100,3.09,US,1717955254
420,chifeng,42.2683,118.9636,20.89,36,83,3.73,CN,1717955255
421,domat,46.8348,9.4508,19.51,91,100,1.26,CH,1717955255
422,kurakhovo,47.9852,37.2821,22.62,57,53,3.05,UA,1717955255
423,broome,42.2506,-75.833,20.26,70,100,4.63,US,1717955255
424,santo domingo de los colorados,-0.25,-79.15,26.68,70,94,2.03,EC,1717955255
425,mejit,10.2753,170.8646,27.96,81,41,6.76,MH,1717955255
426,grand falls-windsor,48.9332,-55.6649,15.84,88,86,3.9,CA,1717955255
427,gijang,35.2442,129.2139,19.85,95,39,1.72,KR,1717955229
428,ulsteinvik,62.3432,5.8487,13.2,89,100,11.62,NO,1717955255
429,khorugh,37.4897,71.553,11.59,58,32,2.08,TJ,1717955158
430,imeni morozova,59.9757,31.0376,14.02,93,100,4.18,RU,1717955255
431,porto novo,6.4965,2.6036,27.9,82,64,4.0,BJ,1717955255
432,vila franca do campo,37.7167,-25.4333,20.23,99,82,2.43,PT,1717955255
433,xilin hot,43.9667,116.0333,17.52,50,83,2.71,CN,1717954984
434,puerto armuelles,8.2833,-82.8667,29.99,72,100,1.79,PA,1717955255
435,east ballina,-28.8667,153.5833,11.0,83,13,3.98,AU,1717955255
436,hammerfest,70.6634,23.6821,14.25,62,0,3.6,NO,1717955255
437,sidney,-33.8679,151.2073,11.46,77,0,6.17,AU,1717955104
438,nuevo ideal,24.8875,-105.0728,27.76,15,0,2.98,MX,1717955256
439,benghazi,32.1167,20.0667,25.04,57,0,5.73,LY,1717955256
440,avanigadda,16.0215,80.9181,29.41,54,100,4.57,IN,1717955257
441,peterhead,57.5058,-1.7981,12.47,81,53,8.44,GB,1717955257
442,aras-asan,8.8908,126.3033,25.96,88,93,1.84,PH,1717955257
443,cogealac,44.55,28.5667,23.02,62,49,5.43,RO,1717955257
444,cangzhou,38.3167,116.8667,24.94,41,50,1.02,CN,1717955257
445,mokhsogollokh,61.4681,128.9203,12.9,63,10,1.22,RU,1717955257
446,kotabumi,-4.8333,104.9,23.67,95,32,1.63,ID,1717955257
447,new norfolk,-42.7826,147.0587,4.28,76,47,1.65,AU,1717955257
448,tabuk,17.4189,121.4443,23.72,95,100,1.14,PH,1717955257
449,merke,42.8728,73.1786,22.87,35,100,5.39,KZ,1717955257
450,richards bay,-28.783,32.0377,15.87,69,0,2.73,ZA,1717955257
451,santa eularia des riu,38.9846,1.5341,24.45,72,0,4.63,ES,1717955257
452,zuya,45.0531,34.3154,21.71,64,90,2.2,UA,1717955278
453,manta,-0.95,-80.7333,25.88,73,75,4.63,EC,1717955278
454,nema,57.5067,50.5011,15.46,72,24,3.34,RU,1717955278
455,sabang,5.8933,95.3214,29.42,75,64,8.65,ID,1717955279
456,nova sintra,14.8667,-24.7167,23.9,80,0,8.24,CV,1717955279
457,laurel,39.0993,-76.8483,28.25,58,40,7.72,US,1717955279
458,spring creek,40.7266,-115.5859,28.78,30,34,1.79,US,1717955279
459,graham,47.0529,-122.2943,18.11,69,20,3.6,US,1717954999
460,dondo,-19.6094,34.7431,21.73,73,1,4.27,MZ,1717955279
461,boden,65.8252,21.6886,17.0,72,90,4.95,SE,1717955279
462,urangan,-25.3,152.9,13.44,74,18,2.68,AU,1717955279
463,astravyets,54.6138,25.9554,17.14,91,49,2.79,BY,1717955279
464,choyr,46.3611,108.3611,19.06,30,35,4.75,MN,1717955279
465,erenhot,43.6475,111.9767,24.4,20,71,6.19,CN,1717955279
466,sijunjung,-0.6876,100.9537,22.29,95,53,1.0,ID,1717955279
467,oranjemund,-28.55,16.4333,19.93,31,32,4.57,NA,1717955279
468,yung shue wan,22.2333,114.1167,27.68,90,100,3.09,HK,1717955280
469,caleta de carquin,-11.0925,-77.6267,20.17,71,57,4.47,PE,1717955280
470,puerto la cruz,10.2167,-64.6167,27.48,79,96,3.89,VE,1717955280
471,mahina,-17.5065,-149.489,25.87,78,75,1.03,PF,1717955280
472,kaithal,29.8,76.3833,34.38,14,0,2.85,IN,1717955280
473,elko,41.0002,-115.5012,28.97,31,62,2.24,US,1717955280
474,valley city,46.9233,-98.0032,19.29,48,0,4.63,US,1717955280
475,soloma,15.7167,-91.45,22.44,60,85,2.78,GT,1717955280
476,magistral'nyy,56.1725,107.4458,12.43,52,100,1.03,RU,1717955280
477,levelland,33.5873,-102.378,30.11,36,1,6.42,US,1717955280
478,kusa,55.3383,59.4406,13.65,99,100,0.98,RU,1717955260
479,tinajo,29.0788,-13.7081,22.49,68,20,3.09,ES,1717955280
480,fisterra,42.9049,-9.2629,15.97,73,6,10.63,ES,1717955280
481,yinchuan,38.4681,106.2731,25.05,30,65,3.63,CN,1717955280
482,tadine,-21.55,167.8833,23.28,88,100,2.13,NC,1717955280
483,sumbawa besar,-8.5,117.4333,22.77,95,56,1.71,ID,1717955280
484,ola,59.5833,151.2833,5.08,95,100,1.56,RU,1717955281
485,isangel,-19.55,169.2667,23.56,86,95,1.65,VU,1717955281
486,bay city,43.5945,-83.8889,21.12,49,75,11.83,US,1717955281
487,kukuna,9.4,-12.6667,30.33,70,77,1.94,SL,1717955281
488,swan view,-31.8833,116.05,18.27,82,75,4.63,AU,1717955281
489,puerto baquerizo moreno,-0.9,-89.6,25.55,73,100,7.2,EC,1717955281
490,ocna mures,46.3833,23.85,26.8,81,66,0.33,RO,1717955281
491,banda aceh,5.5577,95.3222,27.43,80,85,5.82,ID,1717955281
492,fort knox,37.8911,-85.9636,23.77,56,75,3.6,US,1717955281
493,moratalla,38.1893,-1.8918,22.77,40,90,4.08,ES,1717955281
494,whakatane,-37.9585,176.9854,18.21,99,100,1.79,NZ,1717955281
495,axams,47.2081,11.2869,17.38,80,75,5.14,AT,1717955281
496,novyy urgal,51.0736,132.5642,10.45,95,100,0.61,RU,1717955282
497,al minya,28.1099,30.7503,32.75,16,0,4.53,EG,1717955282
498,wynyard,-41.0,145.7167,6.74,79,6,3.22,AU,1717955282
499,noumea,-22.2763,166.4572,24.44,99,100,0.59,NC,1717955282
500,kapa'a,22.0752,-159.319,25.18,80,75,7.72,US,1717955282
501,puno,-15.8333,-70.0333,12.76,28,59,3.24,PE,1717955282
502,puerto lleras,3.0223,-73.4044,27.18,91,39,1.83,CO,1717955282
503,ondjiva,-17.0667,15.7333,26.02,19,0,1.03,AO,1717955282
504,sambava,-14.2667,50.1667,22.97,74,85,7.12,MG,1717955282
505,barra de santo antonio,-9.4047,-35.5072,28.6,74,15,6.01,BR,1717955282
506,nizhneangarsk,55.7833,109.55,10.56,58,100,0.89,RU,1717955282
507,recani,31.2846,-4.2688,35.45,8,28,4.46,MA,1717955282
508,cidade velha,14.9167,-23.6167,28.26,54,20,8.23,CV,1717955282
509,celestun,20.8667,-90.4,30.81,66,94,5.85,MX,1717955282
510,whangarei,-35.7317,174.3239,17.1,95,100,2.07,NZ,1717955282
511,naama,33.2667,-0.3167,27.63,21,23,7.32,DZ,1717955283
512,altai,46.3722,96.2583,14.25,48,83,2.57,MN,1717955283
513,myeik,12.4333,98.6,25.9,91,100,8.89,MM,1717955283
514,pandan,14.0453,124.1694,26.94,87,11,2.0,PH,1717955283
515,lebedyn,50.5852,34.4849,19.14,66,55,1.48,UA,1717955283
516,nagqu,31.5,92.0,8.86,54,91,1.84,CN,1717955283
517,al mutayrifi,25.4788,49.5576,39.19,39,0,2.99,SA,1717955283
518,howard springs,-12.497,131.047,18.95,88,0,2.72,AU,1717955283
519,purcellville,39.1368,-77.7147,25.8,65,100,4.63,US,1717955219
520,aswan,24.0934,32.907,40.61,7,0,6.17,EG,1717954502
521,yeroham,30.9872,34.9314,24.42,48,0,6.53,IL,1717955283
522,bokaro,23.7833,85.9667,38.1,20,100,2.87,IN,1717955283
523,quellon,-43.1167,-73.6167,11.57,81,55,4.41,CL,1717955283
524,malango,-2.9627,119.9001,18.9,99,74,0.94,ID,1717955283
525,gandajika,-6.75,23.95,23.53,33,74,2.17,CD,1717955283
526,kolonia,50.9333,6.95,19.36,39,0,5.66,DE,1717955179
527,nadi,-17.8,177.4167,20.0,77,20,3.09,FJ,1717955284
528,mel'nikovo,56.5558,84.085,11.03,81,5,1.66,RU,1717955284
529,luanda,-8.8368,13.2343,24.0,83,0,3.6,AO,1717955284
530,galliano,29.4422,-90.2992,34.44,58,75,1.54,US,1717955284
531,laizhou,37.1717,119.9214,23.35,47,100,1.45,CN,1717955284
532,kolonia town,6.964,158.206,26.0,94,100,5.45,FM,1717955284
533,haradok,55.4624,29.9816,14.98,88,93,3.66,BY,1717955284
534,bridgewater,44.3835,-64.5155,23.71,70,94,8.75,CA,1717955107
535,hailey,43.5196,-114.3153,26.61,47,40,5.14,US,1717955284
536,yerkoy,39.6381,34.4672,17.99,63,19,2.86,TR,1717955284
537,aitape,-3.1374,142.3475,25.46,91,47,2.0,PG,1717955284
538,konongo,6.6167,-1.2167,23.83,97,89,1.26,GH,1717955284
539,westport,41.1415,-73.3579,22.99,70,75,6.17,US,1717955284
540,saint george's,12.0564,-61.7485,31.82,66,40,7.2,GD,1717955273
541,at taj,24.2049,23.2857,31.34,13,0,3.62,LY,1717955284
542,nar'yan-mar,67.6713,53.087,5.06,71,97,4.92,RU,1717955284
543,kirakira,-10.4544,161.9205,26.92,87,70,4.12,SB,1717955285
544,ayvacik,39.6011,26.4047,24.79,37,2,3.98,TR,1717955285
545,mahanoro,-19.9,48.8,18.86,93,99,5.35,MG,1717955285
546,mangrul pir,20.3167,77.35,32.75,45,22,5.28,IN,1717955285
547,ulan bator,47.9077,106.8832,15.07,44,40,2.0,MN,1717955285
548,villa gesell,-37.2639,-56.973,20.59,82,65,8.98,AR,1717955285
549,suntar,62.1444,117.6319,11.18,90,67,1.87,RU,1717955285
550,laojunmiao,39.8333,97.7333,19.62,17,89,5.21,CN,1717955285
551,agat village,13.3886,144.6585,28.06,90,20,3.09,GU,1717955285
552,along,28.1667,94.7667,20.94,98,4,0.58,IN,1717955285
553,hooper,41.1638,-112.1224,30.83,37,40,6.69,US,1717955285
554,cestos city,5.46,-9.5828,26.96,84,64,3.65,LR,1717955285
555,bengkulu,-3.8004,102.2655,24.25,90,85,1.71,ID,1717955285
556,glace bay,46.1969,-59.957,21.2,72,75,4.63,CA,1717955285
557,vila velha,-20.3297,-40.2925,28.31,99,20,4.12,BR,1717955130
558,kisangani,0.5167,25.2,26.74,63,97,0.97,CD,1717955136
559,korla,41.7597,86.1469,26.52,24,100,4.35,CN,1717955286
560,tofol,5.3248,163.0078,28.86,76,97,6.25,FM,1717955286
561,mar del plata,-38.0023,-57.5575,19.49,94,40,3.09,AR,1717955019
562,jacmel,18.2342,-72.5347,33.91,67,100,4.91,HT,1717955286
563,oroqen zizhiqi,50.5667,123.7167,12.93,65,100,2.09,CN,1717955286
564,bure,10.7,37.0667,17.19,81,89,1.89,ET,1717955286
565,oakdale,44.963,-92.9649,21.65,44,0,9.77,US,1717955142
566,saynshand,44.8824,110.1163,23.9,21,100,7.63,MN,1717955286
567,sona,45.4388,10.8255,25.75,79,40,5.14,IT,1717955286
568,bubaque,11.2833,-15.8333,26.87,76,57,5.05,GW,1717955287
569,egilsstadir,65.2653,-14.3948,8.95,66,75,3.6,IS,1717955287
